order_id,date,country,product_category,order_value,quantity,customer_type,payment_method,shipping_cost,delivery_days
8221,2025-07-17 17:44:21.717913,Germany,Contact Lenses,26.4,1,Returning,PayPal,13.63,12
8222,2025-07-17 17:44:21.717913,France,Contact Lenses,37.86,2,Returning,Credit Card,22.17,7
8223,2025-07-17 17:44:21.717913,Japan,Prescription Glasses,215.68,1,Returning,PayPal,19.42,12
8224,2025-07-17 17:44:21.717913,UK,Sunglasses,157.6,1,New,Credit Card,6.84,11
8225,2025-07-17 17:44:21.717913,Germany,Prescription Glasses,242.22,1,New,Credit Card,10.32,12
8226,2025-07-17 17:44:21.717913,US,Safety Glasses,43.63,1,New,PayPal,5.95,8
8227,2025-07-17 17:44:21.717913,France,Reading Glasses,29.54,1,Returning,Bank Transfer,17.63,10
8228,2025-07-17 17:44:21.717913,Japan,Reading Glasses,46.83,1,New,Credit Card,15.3,14
8229,2025-07-17 17:44:21.717913,Australia,Prescription Glasses,144.09,1,New,PayPal,8.17,8
8230,2025-07-17 17:44:21.717913,Germany,Contact Lenses,55.94,1,Returning,Credit Card,24.98,5
8231,2025-07-17 17:44:21.717913,Australia,Contact Lenses,60.48,1,New,Credit Card,23.18,11
8232,2025-07-17 17:44:21.717913,US,Reading Glasses,48.58,1,New,Credit Card,12.29,14
8233,2025-07-17 17:44:21.717913,US,Contact Lenses,70.36,3,New,PayPal,21.81,6
8234,2025-07-17 17:44:21.717913,Canada,Reading Glasses,28.75,3,Returning,Credit Card,15.75,12
8235,2025-07-17 17:44:21.717913,US,Prescription Glasses,250.21,2,Returning,PayPal,16.79,8
8236,2025-07-17 17:44:21.717913,UK,Contact Lenses,44.94,1,Returning,PayPal,14.54,14
8237,2025-07-17 17:44:21.717913,France,Safety Glasses,89.24,3,New,Credit Card,21.37,12
8238,2025-07-18 17:44:21.717913,Germany,Reading Glasses,41.29,1,Returning,PayPal,17.57,3
8239,2025-07-18 17:44:21.717913,Canada,Sunglasses,59.25,1,New,PayPal,23.61,7
8240,2025-07-18 17:44:21.717913,Japan,Reading Glasses,54.68,2,New,PayPal,18.67,14
8241,2025-07-18 17:44:21.717913,Australia,Safety Glasses,44.11,3,Returning,PayPal,8.88,4
8242,2025-07-18 17:44:21.717913,US,Prescription Glasses,177.75,1,Returning,Bank Transfer,17.44,10
8243,2025-07-18 17:44:21.717913,France,Safety Glasses,55.46,1,New,PayPal,24.57,13
8244,2025-07-18 17:44:21.717913,France,Reading Glasses,47.69,2,New,Credit Card,12.9,13
8245,2025-07-18 17:44:21.717913,France,Safety Glasses,66.35,1,New,PayPal,23.05,12
8246,2025-07-18 17:44:21.717913,Canada,Safety Glasses,44.11,3,Returning,Credit Card,10.05,11
8247,2025-07-18 17:44:21.717913,Japan,Safety Glasses,119.93,1,New,Credit Card,19.07,4
8248,2025-07-18 17:44:21.717913,Japan,Contact Lenses,87.25,2,New,PayPal,13.94,9
8249,2025-07-18 17:44:21.717913,Japan,Sunglasses,219.77,1,Returning,Bank Transfer,7.65,13
8250,2025-07-18 17:44:21.717913,Canada,Prescription Glasses,195.88,1,New,PayPal,18.92,3
8251,2025-07-18 17:44:21.717913,UK,Sunglasses,144.76,1,New,Bank Transfer,6.4,11
8252,2025-07-18 17:44:21.717913,Canada,Safety Glasses,37.29,1,New,Credit Card,24.08,8
8253,2025-07-18 17:44:21.717913,Germany,Reading Glasses,36.83,1,New,Credit Card,8.25,11
8254,2025-07-18 17:44:21.717913,France,Sunglasses,143.97,1,New,Bank Transfer,19.17,5
8255,2025-07-18 17:44:21.717913,UK,Safety Glasses,36.47,1,New,Credit Card,19.46,12
8256,2025-07-18 17:44:21.717913,Japan,Sunglasses,199.34,1,New,Credit Card,13.74,14
8257,2025-07-18 17:44:21.717913,UK,Safety Glasses,96.39,1,Returning,Credit Card,20.46,11
8258,2025-07-18 17:44:21.717913,UK,Safety Glasses,50.21,1,New,Credit Card,12.72,3
8259,2025-07-18 17:44:21.717913,Germany,Contact Lenses,58.18,1,New,Credit Card,23.17,6
8260,2025-07-18 17:44:21.717913,Japan,Reading Glasses,45.85,1,New,PayPal,19.3,6
8261,2025-07-18 17:44:21.717913,Australia,Sunglasses,56.4,2,New,Credit Card,7.96,5
8262,2025-07-18 17:44:21.717913,Japan,Reading Glasses,36.71,2,Returning,PayPal,7.17,12
8263,2025-07-18 17:44:21.717913,Canada,Prescription Glasses,240.88,1,New,PayPal,8.54,14
8264,2025-07-18 17:44:21.717913,Australia,Sunglasses,69.53,1,New,Credit Card,19.72,3
8265,2025-07-18 17:44:21.717913,Germany,Contact Lenses,58.5,1,Returning,Credit Card,7.07,12
8266,2025-07-18 17:44:21.717913,Germany,Safety Glasses,73.91,1,New,PayPal,10.27,4
8267,2025-07-18 17:44:21.717913,UK,Sunglasses,128.76,2,Returning,PayPal,11.9,7
8268,2025-07-18 17:44:21.717913,US,Contact Lenses,38.95,2,New,PayPal,19.09,14
8269,2025-07-18 17:44:21.717913,Japan,Safety Glasses,77.33,1,New,Credit Card,24.74,13
8270,2025-07-18 17:44:21.717913,Germany,Sunglasses,91.22,1,Returning,Bank Transfer,8.73,3
8271,2025-07-18 17:44:21.717913,UK,Reading Glasses,19.16,1,New,Credit Card,13.47,5
8272,2025-07-18 17:44:21.717913,Australia,Prescription Glasses,96.53,2,New,Credit Card,16.13,7
8273,2025-07-18 17:44:21.717913,Australia,Reading Glasses,41.0,2,New,Credit Card,18.97,10
8274,2025-07-18 17:44:21.717913,Germany,Safety Glasses,74.16,1,Returning,Credit Card,12.24,11
8275,2025-07-18 17:44:21.717913,UK,Reading Glasses,38.75,1,New,Credit Card,24.33,10
8276,2025-07-18 17:44:21.717913,Canada,Sunglasses,110.62,1,Returning,Bank Transfer,10.08,8
8277,2025-07-18 17:44:21.717913,UK,Reading Glasses,44.95,2,New,Credit Card,11.31,4
8278,2025-07-18 17:44:21.717913,Canada,Sunglasses,170.55,2,New,PayPal,7.22,13
8279,2025-07-18 17:44:21.717913,Canada,Contact Lenses,28.9,1,New,Credit Card,9.68,6
8280,2025-07-18 17:44:21.717913,US,Reading Glasses,45.78,2,New,PayPal,13.11,8
8281,2025-07-18 17:44:21.717913,US,Sunglasses,86.93,1,New,Credit Card,17.25,14
8282,2025-07-18 17:44:21.717913,UK,Contact Lenses,38.43,2,Returning,Credit Card,19.66,6
8283,2025-07-19 17:44:21.717913,France,Prescription Glasses,101.92,2,Returning,Credit Card,19.04,3
8284,2025-07-19 17:44:21.717913,Australia,Sunglasses,168.72,1,Returning,PayPal,18.77,7
8285,2025-07-19 17:44:21.717913,Germany,Sunglasses,96.24,2,New,PayPal,23.2,9
8286,2025-07-19 17:44:21.717913,UK,Contact Lenses,52.64,1,New,PayPal,6.46,10
8287,2025-07-19 17:44:21.717913,Canada,Safety Glasses,82.45,1,New,Credit Card,18.55,4
8288,2025-07-19 17:44:21.717913,Canada,Prescription Glasses,214.48,2,Returning,Bank Transfer,13.1,7
8289,2025-07-19 17:44:21.717913,Japan,Safety Glasses,108.52,2,Returning,PayPal,11.19,5
8290,2025-07-19 17:44:21.717913,UK,Prescription Glasses,211.77,1,Returning,PayPal,16.35,6
8291,2025-07-19 17:44:21.717913,Germany,Reading Glasses,28.86,1,New,Credit Card,10.74,7
8292,2025-07-19 17:44:21.717913,France,Prescription Glasses,111.13,2,New,Credit Card,18.15,5
8293,2025-07-19 17:44:21.717913,Australia,Contact Lenses,35.95,2,New,Credit Card,19.28,5
8294,2025-07-19 17:44:21.717913,France,Reading Glasses,39.67,1,New,Credit Card,13.99,5
8295,2025-07-19 17:44:21.717913,Germany,Contact Lenses,46.57,2,Returning,Credit Card,16.51,12
8296,2025-07-19 17:44:21.717913,UK,Contact Lenses,49.04,2,New,Credit Card,6.35,13
8297,2025-07-19 17:44:21.717913,Canada,Reading Glasses,19.14,2,Returning,Credit Card,22.72,4
8298,2025-07-19 17:44:21.717913,Germany,Reading Glasses,23.86,1,New,Credit Card,8.56,11
8299,2025-07-19 17:44:21.717913,France,Prescription Glasses,77.14,1,New,Credit Card,16.02,10
8300,2025-07-19 17:44:21.717913,Canada,Contact Lenses,38.59,1,Returning,Credit Card,22.29,13
8301,2025-07-19 17:44:21.717913,Japan,Contact Lenses,53.42,1,New,Credit Card,8.08,8
8302,2025-07-19 17:44:21.717913,France,Safety Glasses,59.88,1,New,Credit Card,17.39,8
8303,2025-07-19 17:44:21.717913,Canada,Safety Glasses,106.67,1,New,Credit Card,15.9,10
8304,2025-07-19 17:44:21.717913,Japan,Safety Glasses,121.55,1,New,Credit Card,10.36,13
8305,2025-07-19 17:44:21.717913,Australia,Contact Lenses,51.87,1,New,Credit Card,16.63,7
8306,2025-07-19 17:44:21.717913,Canada,Safety Glasses,66.22,1,Returning,PayPal,7.25,13
8307,2025-07-19 17:44:21.717913,France,Prescription Glasses,88.33,1,New,Credit Card,16.59,10
8308,2025-07-19 17:44:21.717913,UK,Reading Glasses,38.62,1,Returning,Credit Card,5.89,4
8309,2025-07-19 17:44:21.717913,Germany,Prescription Glasses,181.49,1,New,Credit Card,19.48,4
8310,2025-07-19 17:44:21.717913,France,Safety Glasses,36.58,1,Returning,PayPal,19.01,10
8311,2025-07-19 17:44:21.717913,France,Contact Lenses,41.54,1,New,Bank Transfer,18.65,12
8312,2025-07-19 17:44:21.717913,France,Safety Glasses,56.84,1,Returning,PayPal,21.73,8
8313,2025-07-19 17:44:21.717913,Canada,Sunglasses,158.07,2,Returning,PayPal,9.41,4
8314,2025-07-19 17:44:21.717913,Canada,Sunglasses,160.75,2,Returning,Bank Transfer,14.97,7
8315,2025-07-19 17:44:21.717913,France,Safety Glasses,52.5,1,New,Credit Card,20.38,14
8316,2025-07-19 17:44:21.717913,Germany,Contact Lenses,28.9,3,Returning,PayPal,14.96,11
8317,2025-07-19 17:44:21.717913,UK,Reading Glasses,30.95,2,New,PayPal,15.92,8
8318,2025-07-19 17:44:21.717913,UK,Prescription Glasses,235.59,1,Returning,PayPal,9.22,11
8319,2025-07-19 17:44:21.717913,Japan,Sunglasses,95.1,1,New,Credit Card,22.05,7
8320,2025-07-19 17:44:21.717913,UK,Contact Lenses,59.08,1,Returning,Credit Card,18.25,11
8321,2025-07-19 17:44:21.717913,Japan,Sunglasses,152.34,1,New,PayPal,14.77,4
8322,2025-07-20 17:44:21.717913,Germany,Contact Lenses,67.07,1,New,Credit Card,19.92,6
8323,2025-07-20 17:44:21.717913,Australia,Sunglasses,130.27,1,Returning,Credit Card,12.37,12
8324,2025-07-20 17:44:21.717913,Japan,Safety Glasses,60.49,1,Returning,PayPal,24.5,10
8325,2025-07-20 17:44:21.717913,Japan,Contact Lenses,47.94,1,New,Credit Card,12.25,5
8326,2025-07-20 17:44:21.717913,Australia,Sunglasses,121.93,1,Returning,Bank Transfer,10.7,12
8327,2025-07-20 17:44:21.717913,Australia,Reading Glasses,44.95,1,Returning,Credit Card,21.18,5
8328,2025-07-20 17:44:21.717913,Japan,Contact Lenses,58.08,1,New,Credit Card,21.68,9
8329,2025-07-20 17:44:21.717913,Germany,Reading Glasses,37.65,1,New,PayPal,9.66,5
8330,2025-07-20 17:44:21.717913,Japan,Reading Glasses,61.07,1,New,Credit Card,20.72,5
8331,2025-07-20 17:44:21.717913,UK,Contact Lenses,68.21,2,New,Credit Card,9.61,9
8332,2025-07-20 17:44:21.717913,France,Contact Lenses,38.96,2,New,PayPal,12.03,3
8333,2025-07-20 17:44:21.717913,US,Contact Lenses,56.86,2,New,PayPal,10.29,5
8334,2025-07-20 17:44:21.717913,Canada,Contact Lenses,68.6,1,New,PayPal,21.37,5
8335,2025-07-20 17:44:21.717913,Germany,Safety Glasses,86.63,1,Returning,Credit Card,7.41,4
8336,2025-07-20 17:44:21.717913,Germany,Prescription Glasses,111.15,1,New,Credit Card,9.25,7
8337,2025-07-20 17:44:21.717913,Japan,Prescription Glasses,292.27,2,Returning,Credit Card,24.74,11
8338,2025-07-20 17:44:21.717913,Australia,Safety Glasses,40.6,2,New,Bank Transfer,16.96,4
8339,2025-07-20 17:44:21.717913,UK,Safety Glasses,64.46,1,Returning,Bank Transfer,22.98,4
8340,2025-07-20 17:44:21.717913,France,Contact Lenses,37.7,1,New,Bank Transfer,22.53,10
8341,2025-07-20 17:44:21.717913,US,Reading Glasses,45.85,1,Returning,Bank Transfer,15.24,4
8342,2025-07-20 17:44:21.717913,Japan,Reading Glasses,23.83,2,New,Credit Card,7.53,7
8343,2025-07-20 17:44:21.717913,UK,Safety Glasses,93.4,2,New,PayPal,14.52,9
8344,2025-07-20 17:44:21.717913,UK,Contact Lenses,62.74,1,Returning,Credit Card,10.42,11
8345,2025-07-20 17:44:21.717913,Australia,Contact Lenses,64.41,1,Returning,Credit Card,9.53,8
8346,2025-07-20 17:44:21.717913,France,Sunglasses,126.15,1,New,Credit Card,18.62,9
8347,2025-07-20 17:44:21.717913,Canada,Sunglasses,109.77,1,New,PayPal,5.19,3
8348,2025-07-20 17:44:21.717913,Germany,Sunglasses,116.57,1,New,Credit Card,15.48,10
8349,2025-07-20 17:44:21.717913,Japan,Sunglasses,97.84,1,Returning,Credit Card,23.81,7
8350,2025-07-20 17:44:21.717913,US,Reading Glasses,40.86,1,New,PayPal,13.54,3
8351,2025-07-20 17:44:21.717913,Canada,Contact Lenses,50.89,2,New,PayPal,14.9,4
8352,2025-07-20 17:44:21.717913,UK,Reading Glasses,45.4,1,New,Credit Card,10.21,5
8353,2025-07-20 17:44:21.717913,Canada,Reading Glasses,45.69,1,New,Credit Card,6.31,5
8354,2025-07-20 17:44:21.717913,France,Contact Lenses,69.1,3,Returning,Credit Card,16.92,4
8355,2025-07-20 17:44:21.717913,Japan,Safety Glasses,74.48,1,Returning,Credit Card,15.81,9
8356,2025-07-20 17:44:21.717913,Japan,Sunglasses,179.09,1,Returning,Credit Card,11.01,12
8357,2025-07-20 17:44:21.717913,France,Prescription Glasses,176.93,3,Returning,Credit Card,17.38,10
8358,2025-07-20 17:44:21.717913,Australia,Safety Glasses,81.94,1,New,PayPal,15.08,5
8359,2025-07-20 17:44:21.717913,Germany,Sunglasses,163.84,1,New,Credit Card,9.35,6
8360,2025-07-20 17:44:21.717913,France,Reading Glasses,42.67,1,Returning,PayPal,13.89,11
8361,2025-07-20 17:44:21.717913,Australia,Safety Glasses,38.61,1,Returning,Credit Card,24.15,3
8362,2025-07-20 17:44:21.717913,France,Reading Glasses,27.51,1,New,Credit Card,11.47,4
8363,2025-07-20 17:44:21.717913,France,Reading Glasses,47.35,1,New,PayPal,12.4,4
8364,2025-07-20 17:44:21.717913,Japan,Safety Glasses,118.57,1,New,Credit Card,15.16,8
8365,2025-07-20 17:44:21.717913,Australia,Prescription Glasses,131.24,1,New,Credit Card,8.31,9
8366,2025-07-20 17:44:21.717913,UK,Prescription Glasses,143.52,1,Returning,Credit Card,18.09,4
8367,2025-07-20 17:44:21.717913,Germany,Safety Glasses,67.76,1,New,Credit Card,8.3,8
8368,2025-07-20 17:44:21.717913,France,Safety Glasses,62.66,2,New,Bank Transfer,20.05,7
8369,2025-07-20 17:44:21.717913,UK,Prescription Glasses,255.76,1,Returning,Bank Transfer,23.65,6
8370,2025-07-20 17:44:21.717913,France,Safety Glasses,99.63,2,New,Credit Card,13.33,13
8371,2025-07-20 17:44:21.717913,Germany,Contact Lenses,51.37,1,Returning,Credit Card,24.65,10
8372,2025-07-20 17:44:21.717913,US,Sunglasses,87.06,1,New,Credit Card,16.8,10
8373,2025-07-20 17:44:21.717913,Japan,Sunglasses,214.84,1,Returning,Credit Card,12.64,4
8374,2025-07-20 17:44:21.717913,US,Sunglasses,59.81,2,Returning,Credit Card,17.04,7
8375,2025-07-20 17:44:21.717913,Canada,Sunglasses,178.71,2,New,PayPal,15.34,6
8376,2025-07-20 17:44:21.717913,Germany,Contact Lenses,47.28,1,Returning,Credit Card,13.66,12
8377,2025-07-21 17:44:21.717913,Japan,Sunglasses,144.28,2,New,PayPal,9.1,14
8378,2025-07-21 17:44:21.717913,Germany,Sunglasses,150.19,1,New,Credit Card,6.41,3
8379,2025-07-21 17:44:21.717913,Canada,Prescription Glasses,107.4,1,Returning,Bank Transfer,24.97,12
8380,2025-07-21 17:44:21.717913,Japan,Safety Glasses,98.55,1,New,Credit Card,5.85,13
8381,2025-07-21 17:44:21.717913,Germany,Reading Glasses,20.74,1,New,PayPal,7.65,4
8382,2025-07-21 17:44:21.717913,Germany,Reading Glasses,49.24,2,New,Credit Card,22.67,6
8383,2025-07-21 17:44:21.717913,Germany,Sunglasses,47.38,1,New,PayPal,22.4,6
8384,2025-07-21 17:44:21.717913,Canada,Sunglasses,179.46,2,New,Credit Card,8.07,6
8385,2025-07-21 17:44:21.717913,France,Contact Lenses,28.74,1,New,Credit Card,10.85,13
8386,2025-07-21 17:44:21.717913,Japan,Prescription Glasses,251.04,1,New,PayPal,23.74,4
8387,2025-07-21 17:44:21.717913,Japan,Sunglasses,131.9,2,New,Credit Card,6.97,3
8388,2025-07-21 17:44:21.717913,UK,Contact Lenses,54.37,1,New,Credit Card,7.88,8
8389,2025-07-21 17:44:21.717913,Japan,Prescription Glasses,154.06,1,Returning,Credit Card,13.32,5
8390,2025-07-21 17:44:21.717913,Canada,Reading Glasses,51.39,1,New,Credit Card,8.4,11
8391,2025-07-21 17:44:21.717913,Germany,Sunglasses,52.87,1,New,Bank Transfer,7.82,4
8392,2025-07-21 17:44:21.717913,France,Sunglasses,78.86,1,New,Credit Card,14.33,3
8393,2025-07-21 17:44:21.717913,Japan,Safety Glasses,123.08,1,New,Credit Card,7.55,10
8394,2025-07-21 17:44:21.717913,UK,Safety Glasses,84.93,1,New,Credit Card,11.78,13
8395,2025-07-21 17:44:21.717913,UK,Safety Glasses,103.39,2,New,Credit Card,20.25,13
8396,2025-07-21 17:44:21.717913,France,Safety Glasses,103.69,2,Returning,PayPal,20.57,10
8397,2025-07-21 17:44:21.717913,Japan,Safety Glasses,52.26,1,New,Bank Transfer,14.03,6
8398,2025-07-21 17:44:21.717913,France,Contact Lenses,34.79,3,New,Credit Card,12.72,13
8399,2025-07-21 17:44:21.717913,US,Reading Glasses,50.88,1,New,PayPal,12.34,9
8400,2025-07-21 17:44:21.717913,US,Safety Glasses,105.54,1,New,PayPal,22.68,8
8401,2025-07-21 17:44:21.717913,Germany,Prescription Glasses,179.61,1,New,Bank Transfer,11.19,9
8402,2025-07-21 17:44:21.717913,US,Prescription Glasses,132.79,1,Returning,Credit Card,10.64,13
8403,2025-07-21 17:44:21.717913,US,Sunglasses,140.97,1,New,PayPal,16.72,14
8404,2025-07-21 17:44:21.717913,Canada,Contact Lenses,58.77,2,Returning,Credit Card,14.92,4
8405,2025-07-21 17:44:21.717913,Japan,Reading Glasses,63.95,2,New,Bank Transfer,18.74,7
8406,2025-07-21 17:44:21.717913,UK,Safety Glasses,90.74,2,New,Credit Card,6.0,7
8407,2025-07-21 17:44:21.717913,Australia,Contact Lenses,36.61,2,New,PayPal,22.79,8
8408,2025-07-21 17:44:21.717913,US,Reading Glasses,47.29,1,Returning,Credit Card,20.7,11
8409,2025-07-21 17:44:21.717913,France,Sunglasses,163.64,2,Returning,Credit Card,9.63,9
8410,2025-07-21 17:44:21.717913,Japan,Reading Glasses,28.47,1,Returning,Credit Card,11.26,14
8411,2025-07-21 17:44:21.717913,Japan,Reading Glasses,34.74,3,Returning,Credit Card,18.74,14
8412,2025-07-21 17:44:21.717913,US,Sunglasses,128.19,2,New,Credit Card,11.59,4
8413,2025-07-21 17:44:21.717913,France,Reading Glasses,52.14,1,Returning,PayPal,16.37,14
8414,2025-07-21 17:44:21.717913,US,Sunglasses,136.36,2,Returning,Credit Card,6.47,10
8415,2025-07-21 17:44:21.717913,France,Prescription Glasses,213.54,1,New,PayPal,9.2,6
8416,2025-07-21 17:44:21.717913,France,Contact Lenses,37.9,1,New,PayPal,22.83,14
8417,2025-07-21 17:44:21.717913,US,Contact Lenses,66.74,1,Returning,Bank Transfer,10.03,12
8418,2025-07-21 17:44:21.717913,US,Reading Glasses,40.14,2,Returning,PayPal,8.85,9
8419,2025-07-21 17:44:21.717913,Australia,Prescription Glasses,242.33,1,New,Credit Card,6.75,10
8420,2025-07-21 17:44:21.717913,Australia,Safety Glasses,101.93,1,Returning,Bank Transfer,16.35,10
8421,2025-07-21 17:44:21.717913,Australia,Safety Glasses,41.21,1,New,Bank Transfer,9.18,13
8422,2025-07-21 17:44:21.717913,Japan,Sunglasses,160.55,1,New,PayPal,10.86,9
8423,2025-07-21 17:44:21.717913,Germany,Reading Glasses,48.99,1,Returning,PayPal,10.98,10
8424,2025-07-21 17:44:21.717913,France,Contact Lenses,37.64,3,New,PayPal,13.06,5
8425,2025-07-21 17:44:21.717913,Australia,Contact Lenses,51.52,1,Returning,Credit Card,10.05,3
8426,2025-07-21 17:44:21.717913,US,Contact Lenses,36.83,1,New,Credit Card,14.34,9
8427,2025-07-21 17:44:21.717913,Australia,Contact Lenses,53.37,2,Returning,Credit Card,11.55,3
8428,2025-07-21 17:44:21.717913,Germany,Prescription Glasses,196.98,1,Returning,Credit Card,14.65,6
8429,2025-07-21 17:44:21.717913,Australia,Safety Glasses,38.03,3,Returning,Bank Transfer,15.56,5
8430,2025-07-21 17:44:21.717913,Japan,Safety Glasses,62.25,1,New,PayPal,20.2,4
8431,2025-07-21 17:44:21.717913,US,Reading Glasses,20.08,1,Returning,Credit Card,23.7,4
8432,2025-07-22 17:44:21.717913,US,Reading Glasses,42.17,1,New,PayPal,21.94,6
8433,2025-07-22 17:44:21.717913,France,Safety Glasses,69.83,2,Returning,PayPal,15.55,10
8434,2025-07-22 17:44:21.717913,UK,Prescription Glasses,112.36,1,New,Credit Card,6.39,10
8435,2025-07-22 17:44:21.717913,Germany,Contact Lenses,47.09,1,New,Credit Card,8.47,8
8436,2025-07-22 17:44:21.717913,UK,Prescription Glasses,76.58,2,New,PayPal,23.8,10
8437,2025-07-22 17:44:21.717913,US,Prescription Glasses,86.27,1,Returning,Credit Card,14.96,5
8438,2025-07-22 17:44:21.717913,UK,Contact Lenses,57.93,2,New,Credit Card,5.73,7
8439,2025-07-22 17:44:21.717913,Australia,Sunglasses,130.27,1,Returning,Credit Card,19.46,11
8440,2025-07-22 17:44:21.717913,US,Prescription Glasses,237.49,1,New,Credit Card,9.65,6
8441,2025-07-22 17:44:21.717913,France,Contact Lenses,34.2,1,Returning,Credit Card,13.17,3
8442,2025-07-22 17:44:21.717913,Japan,Contact Lenses,69.83,1,New,PayPal,20.02,3
8443,2025-07-22 17:44:21.717913,Germany,Contact Lenses,44.93,1,New,Credit Card,12.17,12
8444,2025-07-22 17:44:21.717913,US,Sunglasses,142.49,1,New,PayPal,17.62,9
8445,2025-07-22 17:44:21.717913,UK,Safety Glasses,96.98,1,New,Bank Transfer,23.61,8
8446,2025-07-22 17:44:21.717913,Canada,Prescription Glasses,198.41,1,New,Credit Card,16.93,3
8447,2025-07-22 17:44:21.717913,US,Reading Glasses,37.23,1,New,PayPal,15.28,10
8448,2025-07-22 17:44:21.717913,UK,Reading Glasses,43.68,2,New,Bank Transfer,5.77,11
8449,2025-07-22 17:44:21.717913,France,Reading Glasses,33.61,1,Returning,Credit Card,16.5,8
8450,2025-07-22 17:44:21.717913,UK,Reading Glasses,36.71,2,New,Credit Card,9.06,5
8451,2025-07-22 17:44:21.717913,Germany,Sunglasses,126.32,1,Returning,PayPal,6.96,4
8452,2025-07-22 17:44:21.717913,Canada,Safety Glasses,88.29,1,New,Credit Card,7.68,6
8453,2025-07-22 17:44:21.717913,Australia,Prescription Glasses,265.19,1,New,Credit Card,16.36,8
8454,2025-07-22 17:44:21.717913,Japan,Prescription Glasses,212.56,1,New,Credit Card,24.83,8
8455,2025-07-22 17:44:21.717913,Australia,Safety Glasses,103.53,1,Returning,PayPal,15.25,8
8456,2025-07-22 17:44:21.717913,Australia,Safety Glasses,69.97,1,Returning,Credit Card,21.94,9
8457,2025-07-22 17:44:21.717913,France,Prescription Glasses,190.7,2,Returning,Credit Card,5.86,9
8458,2025-07-22 17:44:21.717913,US,Safety Glasses,113.58,1,Returning,Credit Card,13.72,11
8459,2025-07-22 17:44:21.717913,France,Reading Glasses,23.89,1,New,PayPal,20.22,13
8460,2025-07-22 17:44:21.717913,UK,Reading Glasses,50.96,1,New,Credit Card,17.88,14
8461,2025-07-22 17:44:21.717913,Canada,Contact Lenses,40.06,1,New,Credit Card,17.17,13
8462,2025-07-22 17:44:21.717913,Australia,Safety Glasses,113.81,2,Returning,PayPal,5.01,7
8463,2025-07-22 17:44:21.717913,UK,Prescription Glasses,78.99,3,New,Credit Card,24.95,8
8464,2025-07-22 17:44:21.717913,UK,Reading Glasses,26.8,2,Returning,PayPal,10.8,14
8465,2025-07-22 17:44:21.717913,Canada,Contact Lenses,38.63,2,New,Credit Card,15.38,9
8466,2025-07-22 17:44:21.717913,UK,Reading Glasses,34.41,1,New,Credit Card,17.56,7
8467,2025-07-22 17:44:21.717913,Canada,Safety Glasses,61.49,1,New,Credit Card,23.62,8
8468,2025-07-22 17:44:21.717913,Japan,Reading Glasses,40.06,1,Returning,Credit Card,18.34,11
8469,2025-07-22 17:44:21.717913,Canada,Safety Glasses,80.23,1,Returning,Credit Card,24.29,12
8470,2025-07-22 17:44:21.717913,France,Reading Glasses,43.09,2,New,Credit Card,22.28,10
8471,2025-07-22 17:44:21.717913,Canada,Contact Lenses,38.36,3,Returning,PayPal,6.88,6
8472,2025-07-22 17:44:21.717913,US,Contact Lenses,54.79,1,Returning,Credit Card,18.61,8
8473,2025-07-22 17:44:21.717913,UK,Reading Glasses,46.91,1,Returning,PayPal,14.39,10
8474,2025-07-22 17:44:21.717913,US,Safety Glasses,114.65,1,New,PayPal,24.08,4
8475,2025-07-22 17:44:21.717913,UK,Contact Lenses,69.31,1,Returning,Bank Transfer,9.29,10
8476,2025-07-22 17:44:21.717913,Japan,Prescription Glasses,263.01,1,New,Credit Card,22.53,8
8477,2025-07-23 17:44:21.717913,UK,Prescription Glasses,215.33,1,Returning,PayPal,17.09,5
8478,2025-07-23 17:44:21.717913,US,Prescription Glasses,173.76,1,New,PayPal,16.33,12
8479,2025-07-23 17:44:21.717913,UK,Prescription Glasses,181.37,1,Returning,Bank Transfer,14.71,13
8480,2025-07-23 17:44:21.717913,UK,Prescription Glasses,109.31,1,Returning,PayPal,22.36,14
8481,2025-07-23 17:44:21.717913,Japan,Sunglasses,69.2,1,New,Credit Card,23.72,13
8482,2025-07-23 17:44:21.717913,US,Contact Lenses,37.59,2,Returning,Credit Card,21.45,6
8483,2025-07-23 17:44:21.717913,Canada,Prescription Glasses,137.16,1,Returning,PayPal,5.03,4
8484,2025-07-23 17:44:21.717913,France,Contact Lenses,67.58,1,New,Credit Card,17.17,7
8485,2025-07-23 17:44:21.717913,Canada,Contact Lenses,44.95,2,New,Bank Transfer,8.94,14
8486,2025-07-23 17:44:21.717913,France,Safety Glasses,54.07,1,New,Credit Card,19.35,7
8487,2025-07-23 17:44:21.717913,Canada,Safety Glasses,40.36,1,Returning,PayPal,15.44,10
8488,2025-07-23 17:44:21.717913,US,Safety Glasses,110.92,1,Returning,PayPal,8.97,11
8489,2025-07-23 17:44:21.717913,US,Sunglasses,163.86,2,New,Credit Card,18.98,14
8490,2025-07-23 17:44:21.717913,US,Reading Glasses,24.41,2,New,PayPal,22.11,11
8491,2025-07-23 17:44:21.717913,UK,Sunglasses,145.44,1,New,Credit Card,17.43,10
8492,2025-07-23 17:44:21.717913,Japan,Sunglasses,115.02,2,New,Bank Transfer,7.85,11
8493,2025-07-23 17:44:21.717913,Australia,Prescription Glasses,243.91,1,Returning,Credit Card,19.85,14
8494,2025-07-23 17:44:21.717913,UK,Reading Glasses,35.33,2,New,PayPal,18.96,5
